X,Y
-20.869541,41.955803
-12.828301,39.38996
-22.361479,34.63965
11.431713,33.241127
-10.684143,31.471558
-9.308795,28.570457
10.55146,28.432472
8.572384,28.44622
-11.127357,25.112923
-9.750771,24.910767
-9.69822,18.740845
18.35384,17.40165
-22.92652,9.952335
-21.21784,9.362938
22.033981,5.629467
22.748135,7.358673
-9.53763,7.3624
21.155052,6.212635
-8.106239,6.1965714
21.429562,2.165699
15.93462,2.9687195
9.39238,3.00737
7.7971725,1.2820511
-22.71107,0.88113403
22.3633,-3.233883
21.8138,-6.313492
22.41814,-6.509506
0.039287567,-0.21521378
11.58802,-21.29468
22.197765,-25.201824
11.861755,-29.395369
-10.985112,-29.290667
12.081028,-34.218098
-18.544207,-43.934128
-23.784359,-43.913258
23.626122,-44.873432
